job,marital,education,default,balance,housing,loan,campaign,pdays,previous,y,poutcome
entrepreneur,divorced,tertiary,no,0,no,no,2,-1,0,no,unknown
self-employed,married,tertiary,no,259,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,619,yes,no,5,322,4,no,other
management,married,secondary,no,644,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,22,yes,no,2,-1,0,no,unknown
admin.,divorced,tertiary,no,4303,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,239,yes,no,3,-1,0,no,unknown
technician,single,secondary,no,275,no,no,8,-1,0,no,unknown
management,married,tertiary,no,1221,yes,no,4,-1,0,yes,unknown
retired,married,secondary,no,816,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,1222,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,2363,yes,no,1,-1,0,no,unknown
retired,married,tertiary,no,2262,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,2,no,no,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,2,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,4508,yes,no,1,-1,0,yes,unknown
admin.,divorced,secondary,no,-402,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,1577,yes,yes,2,-1,0,no,unknown
blue-collar,married,secondary,no,34,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,795,no,no,24,-1,0,no,unknown
blue-collar,married,secondary,no,117,yes,no,1,-1,0,no,unknown
self-employed,single,tertiary,no,5462,no,no,1,-1,0,yes,unknown
services,single,secondary,no,402,no,yes,1,-1,0,no,unknown
technician,single,secondary,no,641,no,no,6,-1,0,no,unknown
management,divorced,tertiary,no,36,no,no,1,102,2,no,failure
unemployed,married,tertiary,no,383,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,283,yes,no,3,-1,0,no,unknown
management,divorced,tertiary,no,0,no,no,1,-1,0,no,unknown
blue-collar,divorced,secondary,no,3102,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,889,yes,no,1,99,5,yes,success
housemaid,married,secondary,no,0,no,no,1,99,4,no,failure
self-employed,married,secondary,no,-370,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,-606,yes,no,1,-1,0,no,unknown
management,single,secondary,no,10378,yes,no,3,-1,0,no,unknown
blue-collar,single,primary,no,1313,yes,no,10,-1,0,no,unknown
management,married,tertiary,no,8969,yes,no,1,-1,0,no,unknown
self-employed,married,secondary,no,-196,yes,no,2,-1,0,no,unknown
entrepreneur,married,secondary,yes,15,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,4608,no,no,1,-1,0,yes,unknown
management,married,tertiary,no,666,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,452,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,149,yes,no,1,-1,0,no,unknown
retired,married,tertiary,no,7802,no,no,1,92,2,yes,success
services,married,secondary,no,1453,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,1480,yes,no,1,-1,0,no,unknown
management,single,unknown,no,715,yes,no,2,-1,0,no,unknown
management,single,secondary,no,237,yes,no,4,-1,0,no,unknown
technician,married,secondary,no,694,yes,no,4,196,5,no,failure
management,married,tertiary,no,0,no,no,8,-1,0,no,unknown
management,married,tertiary,no,55,yes,no,2,-1,0,no,unknown
housemaid,married,primary,no,136,yes,no,10,-1,0,no,unknown
services,divorced,secondary,yes,-404,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,779,yes,no,3,-1,0,no,unknown
blue-collar,single,primary,no,1187,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,641,yes,no,2,-1,0,no,unknown
blue-collar,married,unknown,no,826,yes,no,2,-1,0,no,unknown
services,divorced,secondary,no,991,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,1796,no,no,1,91,2,yes,success
admin.,married,secondary,no,22,no,no,6,-1,0,yes,unknown
technician,single,secondary,no,244,yes,no,4,-1,0,yes,unknown
management,divorced,tertiary,no,1328,yes,no,1,-1,0,no,unknown
housemaid,married,secondary,no,7317,yes,no,1,370,1,no,failure
technician,single,secondary,no,4943,yes,yes,2,-1,0,no,unknown
technician,single,secondary,no,258,no,yes,2,-1,0,no,unknown
management,single,tertiary,no,515,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,12607,no,no,5,84,1,no,failure
admin.,married,secondary,no,2,yes,yes,9,-1,0,no,unknown
management,married,tertiary,no,13,no,no,5,-1,0,no,unknown
student,single,primary,no,103,no,no,2,-1,0,yes,unknown
management,married,tertiary,no,3872,no,no,1,-1,0,no,unknown
unemployed,married,secondary,no,296,yes,no,3,-1,0,no,unknown
self-employed,single,primary,no,217,no,yes,6,-1,0,no,unknown
self-employed,divorced,tertiary,no,360,yes,no,5,-1,0,no,unknown
blue-collar,single,secondary,no,428,yes,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,315,no,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,121,yes,yes,1,212,2,no,failure
management,married,tertiary,no,820,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,195,yes,no,1,63,5,yes,failure
management,divorced,tertiary,no,108,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,-381,yes,no,29,-1,0,no,unknown
unemployed,divorced,primary,no,757,no,no,1,325,4,no,failure
technician,married,tertiary,no,691,yes,yes,1,-1,0,no,unknown
blue-collar,married,primary,no,1925,yes,no,2,-1,0,yes,unknown
management,married,tertiary,no,902,yes,no,1,367,2,no,other
retired,married,secondary,no,5207,no,no,1,81,2,no,other
services,married,secondary,no,0,no,no,1,-1,0,no,unknown
entrepreneur,married,secondary,no,665,no,no,1,-1,0,no,unknown
admin.,divorced,secondary,no,738,yes,no,4,191,4,no,failure
blue-collar,married,primary,no,233,no,no,3,-1,0,no,unknown
services,married,secondary,no,-839,yes,no,1,-1,0,no,unknown
retired,married,primary,no,5799,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,1033,yes,no,1,-1,0,no,unknown
unemployed,divorced,secondary,no,66,no,no,3,-1,0,no,unknown
services,married,primary,no,2567,yes,no,1,360,2,no,failure
management,married,tertiary,no,1584,yes,no,1,-1,0,no,unknown
services,single,secondary,no,182,yes,no,1,-1,0,no,unknown
management,married,primary,no,76,yes,no,4,-1,0,no,unknown
admin.,single,secondary,no,663,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,3455,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,15,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,1054,no,no,1,-1,0,no,unknown
management,married,tertiary,no,1529,no,no,1,-1,0,no,unknown
management,single,secondary,no,63,no,no,4,-1,0,no,unknown
technician,married,tertiary,no,0,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,920,yes,yes,1,-1,0,no,unknown
admin.,single,secondary,no,3696,no,no,2,181,4,yes,success
technician,single,unknown,no,59,no,no,4,-1,0,no,unknown
services,married,secondary,no,0,yes,no,13,-1,0,no,unknown
blue-collar,married,secondary,no,157,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,2465,no,no,3,-1,0,no,unknown
blue-collar,married,primary,no,0,yes,no,6,-1,0,no,unknown
self-employed,married,secondary,yes,2,no,no,2,-1,0,no,unknown
management,married,tertiary,no,0,no,no,5,-1,0,no,unknown
management,single,tertiary,no,12437,no,no,1,-1,0,no,unknown
student,single,secondary,no,378,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,211,no,no,2,-1,0,no,unknown
technician,married,secondary,no,-228,yes,no,3,332,3,no,other
retired,married,secondary,no,2747,no,no,1,80,1,no,failure
self-employed,married,tertiary,no,1932,yes,no,32,-1,0,no,unknown
technician,single,secondary,no,11269,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,1314,yes,no,2,85,7,no,success
blue-collar,married,primary,no,2275,no,no,9,-1,0,no,unknown
management,single,tertiary,no,1304,no,no,2,-1,0,yes,unknown
blue-collar,married,secondary,yes,720,no,yes,1,-1,0,yes,unknown
technician,divorced,secondary,no,2914,yes,no,13,-1,0,no,unknown
technician,married,secondary,no,1464,yes,no,1,-1,0,no,unknown
student,single,secondary,no,11555,no,no,2,-1,0,no,unknown
services,married,secondary,no,-302,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,2497,yes,no,1,176,1,no,failure
blue-collar,married,secondary,no,-339,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,56,yes,yes,1,247,1,no,failure
self-employed,single,tertiary,no,211,no,no,3,-1,0,no,unknown
management,divorced,tertiary,no,3611,yes,no,3,-1,0,no,unknown
unemployed,married,primary,no,0,no,no,2,-1,0,no,unknown
student,single,secondary,no,459,no,no,13,-1,0,no,unknown
entrepreneur,married,unknown,no,242,yes,no,2,-1,0,no,unknown
self-employed,married,secondary,no,1138,no,no,10,-1,0,no,unknown
management,married,tertiary,no,1319,yes,no,1,150,1,no,failure
retired,married,secondary,no,1,no,no,5,-1,0,no,unknown
services,divorced,secondary,no,67,yes,no,2,-1,0,no,unknown
retired,married,unknown,no,937,no,no,1,-1,0,no,unknown
services,married,secondary,no,0,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,-558,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,171,no,no,3,175,2,no,other
technician,single,tertiary,no,696,no,yes,1,176,8,no,failure
management,married,tertiary,no,361,yes,yes,3,-1,0,no,unknown
technician,single,secondary,no,227,no,no,1,-1,0,yes,unknown
admin.,married,secondary,no,236,yes,yes,3,-1,0,no,unknown
management,single,tertiary,no,-53,no,no,2,-1,0,no,unknown
technician,married,secondary,no,192,yes,no,2,-1,0,no,unknown
management,divorced,tertiary,no,38,yes,no,6,-1,0,no,unknown
self-employed,single,secondary,no,518,yes,no,7,-1,0,no,unknown
self-employed,married,tertiary,no,16,yes,yes,4,-1,0,no,unknown
blue-collar,married,secondary,no,-256,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,105,no,yes,2,-1,0,no,unknown
self-employed,married,tertiary,no,334,no,no,2,-1,0,no,unknown
technician,married,secondary,no,1048,no,yes,1,-1,0,no,unknown
services,married,secondary,no,108,yes,yes,7,-1,0,no,unknown
technician,married,secondary,no,660,no,no,1,-1,0,no,unknown
unemployed,single,tertiary,yes,0,yes,no,1,-1,0,no,unknown
entrepreneur,married,unknown,no,1034,no,no,1,-1,0,no,unknown
housemaid,married,primary,no,201,yes,no,2,382,1,no,failure
housemaid,married,primary,no,189,no,no,4,-1,0,no,unknown
retired,divorced,unknown,no,-49,yes,no,1,261,2,no,failure
technician,divorced,secondary,no,1413,yes,no,3,-1,0,no,unknown
retired,divorced,tertiary,no,264,yes,yes,3,-1,0,no,unknown
entrepreneur,married,tertiary,no,54,yes,yes,1,-1,0,no,unknown
blue-collar,married,primary,no,12519,yes,no,2,147,4,no,success
services,single,secondary,no,2881,no,no,1,-1,0,yes,unknown
blue-collar,married,primary,no,0,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,88,yes,yes,2,-1,0,no,unknown
blue-collar,married,secondary,no,1020,yes,no,1,-1,0,no,unknown
technician,divorced,tertiary,no,119,no,no,8,-1,0,no,unknown
unemployed,single,tertiary,no,1594,no,no,1,-1,0,no,unknown
technician,married,tertiary,no,342,yes,yes,1,-1,0,no,unknown
services,single,secondary,no,72,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,14,yes,no,1,-1,0,no,unknown
entrepreneur,single,tertiary,no,81,no,no,3,-1,0,no,unknown
self-employed,married,tertiary,no,231,no,no,2,-1,0,yes,unknown
technician,married,tertiary,no,1161,yes,no,1,336,1,no,failure
blue-collar,married,secondary,no,-45,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,231,yes,yes,2,-1,0,no,unknown
management,single,secondary,no,36,no,no,2,-1,0,no,unknown
technician,married,tertiary,no,1570,yes,no,1,-1,0,no,unknown
technician,married,tertiary,no,7050,no,no,3,182,4,yes,success
blue-collar,married,primary,no,3704,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,6619,yes,no,8,-1,0,no,unknown
blue-collar,single,secondary,no,-84,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,1509,no,no,1,58,3,no,failure
self-employed,married,tertiary,no,1134,no,no,2,-1,0,no,unknown
technician,married,secondary,no,146,yes,yes,2,-1,0,no,unknown
management,single,tertiary,no,9449,yes,no,1,-1,0,no,unknown
retired,married,secondary,no,374,yes,yes,1,-1,0,no,unknown
technician,married,secondary,no,88,no,no,2,-1,0,no,unknown
management,married,tertiary,no,2764,no,no,1,206,2,no,failure
management,single,tertiary,no,2,yes,yes,8,-1,0,yes,unknown
technician,married,tertiary,no,8023,no,no,1,105,3,no,failure
blue-collar,married,secondary,no,289,yes,no,13,-1,0,no,unknown
retired,married,secondary,no,0,no,no,10,-1,0,no,unknown
self-employed,divorced,tertiary,no,1382,no,no,1,-1,0,yes,unknown
management,divorced,tertiary,yes,280,no,yes,1,-1,0,no,unknown
blue-collar,divorced,primary,no,2195,yes,no,5,-1,0,no,unknown
self-employed,married,secondary,no,33,no,no,4,-1,0,no,unknown
blue-collar,divorced,secondary,no,275,no,yes,5,-1,0,no,unknown
management,single,tertiary,no,703,yes,no,3,-1,0,yes,unknown
admin.,divorced,unknown,no,887,no,no,8,-1,0,no,unknown
unknown,married,unknown,no,0,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,1178,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,2763,yes,no,2,-1,0,yes,unknown
entrepreneur,single,tertiary,no,890,yes,yes,10,-1,0,no,unknown
self-employed,married,secondary,no,548,no,no,4,-1,0,yes,unknown
technician,married,tertiary,no,272,no,no,2,-1,0,no,unknown
management,divorced,tertiary,no,6269,yes,no,3,112,2,no,failure
entrepreneur,married,secondary,no,178,yes,no,4,-1,0,no,unknown
management,married,primary,no,252,yes,yes,2,147,3,no,failure
housemaid,single,tertiary,no,23663,yes,no,2,146,2,no,failure
entrepreneur,single,tertiary,no,81,no,no,1,199,3,no,failure
self-employed,divorced,tertiary,no,59,yes,no,2,-1,0,no,unknown
services,married,secondary,no,1343,no,yes,1,-1,0,no,unknown
retired,married,secondary,no,225,no,no,6,-1,0,no,unknown
retired,married,primary,no,0,yes,no,7,-1,0,no,unknown
retired,divorced,primary,no,2538,yes,no,6,-1,0,no,unknown
retired,married,primary,no,43,no,no,1,91,1,no,success
technician,married,secondary,no,57,no,no,1,342,1,no,success
management,married,tertiary,no,-117,yes,no,2,-1,0,no,unknown
technician,divorced,secondary,no,666,yes,yes,1,133,1,no,other
management,single,tertiary,no,0,yes,no,5,-1,0,yes,unknown
technician,single,tertiary,no,25,yes,no,2,-1,0,yes,unknown
entrepreneur,married,primary,no,1034,yes,no,2,170,3,no,other
blue-collar,single,secondary,no,324,yes,no,6,-1,0,no,unknown
technician,married,secondary,no,0,no,no,1,94,8,no,failure
management,married,tertiary,no,0,no,no,1,-1,0,no,unknown
management,married,primary,no,621,no,yes,1,208,1,no,failure
retired,divorced,secondary,no,138,no,no,1,-1,0,no,unknown
technician,married,secondary,no,4063,no,yes,4,-1,0,no,unknown
blue-collar,married,secondary,no,11084,no,no,1,-1,0,no,unknown
technician,married,secondary,no,310,yes,no,1,253,1,no,failure
entrepreneur,married,unknown,no,73,yes,no,1,135,1,no,failure
management,married,tertiary,no,1808,yes,no,4,-1,0,no,unknown
unemployed,divorced,secondary,no,1281,no,no,3,-1,0,no,unknown
technician,married,secondary,no,64,yes,no,4,278,2,no,other
management,single,tertiary,no,2,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,60,no,yes,2,-1,0,no,unknown
services,single,secondary,no,133,no,no,6,-1,0,no,unknown
housemaid,married,primary,no,3706,no,no,3,-1,0,no,unknown
admin.,single,unknown,no,174,no,no,1,-1,0,no,unknown
technician,married,secondary,no,251,no,yes,2,-1,0,no,unknown
self-employed,married,secondary,no,4153,yes,no,16,-1,0,no,unknown
technician,single,tertiary,no,985,yes,no,2,-1,0,no,unknown
services,single,secondary,no,168,no,no,3,140,2,yes,success
services,married,secondary,no,1550,yes,no,2,149,8,no,failure
management,married,tertiary,no,7708,yes,no,5,-1,0,no,unknown
blue-collar,married,primary,no,-12,yes,no,5,-1,0,no,unknown
management,married,primary,no,6483,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,60,yes,yes,5,-1,0,no,unknown
technician,single,secondary,no,3339,yes,no,1,-1,0,no,unknown
student,single,tertiary,no,1161,no,yes,1,-1,0,no,unknown
blue-collar,single,primary,no,599,yes,no,1,-1,0,no,unknown
entrepreneur,married,unknown,no,28,no,no,2,-1,0,no,unknown
management,married,tertiary,no,1430,no,no,2,-1,0,no,unknown
retired,married,secondary,no,35,no,yes,4,-1,0,no,unknown
self-employed,married,tertiary,no,6000,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,0,yes,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,340,no,yes,3,-1,0,no,unknown
entrepreneur,married,tertiary,no,0,no,no,1,168,4,no,failure
services,married,secondary,no,3,yes,no,1,-1,0,no,unknown
technician,single,tertiary,no,445,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,no,874,no,no,6,-1,0,yes,unknown
blue-collar,married,secondary,no,705,no,no,2,-1,0,no,unknown
retired,married,unknown,no,1033,no,no,1,-1,0,yes,unknown
self-employed,divorced,tertiary,no,1354,yes,no,2,-1,0,yes,unknown
technician,single,tertiary,no,123,no,no,1,-1,0,no,unknown
retired,married,primary,no,8894,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,429,yes,no,1,-1,0,no,unknown
housemaid,married,primary,no,14752,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,67,no,no,1,-1,0,no,unknown
housemaid,divorced,secondary,no,39,no,no,2,-1,0,no,unknown
technician,single,tertiary,no,102,no,no,2,-1,0,no,unknown
student,single,secondary,no,1790,no,no,1,322,3,no,failure
management,single,tertiary,no,15311,no,no,6,-1,0,no,unknown
admin.,single,secondary,no,-635,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,115,no,no,4,-1,0,no,unknown
management,married,tertiary,no,10786,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,498,yes,no,2,298,4,no,failure
blue-collar,married,secondary,no,1045,yes,yes,13,-1,0,no,unknown
entrepreneur,married,tertiary,no,810,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,-162,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,55,no,no,3,-1,0,no,unknown
services,married,secondary,no,586,yes,yes,2,-1,0,no,unknown
technician,single,secondary,no,455,no,no,1,182,8,no,other
management,married,tertiary,no,1010,yes,no,3,364,9,no,other
management,single,tertiary,no,509,yes,no,1,-1,0,no,unknown
student,single,unknown,no,2929,no,no,1,-1,0,no,unknown
technician,married,secondary,no,3071,yes,yes,3,-1,0,no,unknown
management,single,tertiary,no,153,yes,no,2,-1,0,no,unknown
self-employed,single,secondary,no,1146,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,1092,no,yes,1,172,8,no,failure
management,married,tertiary,no,3463,no,yes,1,-1,0,yes,unknown
admin.,married,secondary,no,1158,yes,no,2,-1,0,no,unknown
admin.,single,secondary,no,26,yes,no,2,-1,0,no,unknown
services,single,secondary,no,566,no,no,1,-1,0,no,unknown
technician,divorced,secondary,no,204,no,no,2,-1,0,no,unknown
technician,married,secondary,no,480,no,no,1,-1,0,yes,unknown
technician,single,secondary,no,1855,yes,no,1,273,1,no,failure
services,married,secondary,no,1034,no,no,2,-1,0,no,unknown
management,married,tertiary,no,3250,no,no,3,-1,0,no,unknown
management,single,secondary,no,1633,no,no,1,-1,0,yes,unknown
services,married,secondary,no,0,yes,no,1,124,1,no,other
retired,married,primary,no,3334,no,no,4,-1,0,yes,unknown
management,married,tertiary,no,4020,yes,yes,1,-1,0,no,unknown
management,married,secondary,no,66,no,yes,1,-1,0,no,unknown
technician,single,secondary,no,-41,yes,yes,1,-1,0,no,unknown
blue-collar,married,secondary,no,322,yes,no,1,-1,0,no,unknown
entrepreneur,married,primary,no,2643,no,yes,1,-1,0,no,unknown
blue-collar,divorced,primary,no,49,yes,no,1,-1,0,no,unknown
admin.,divorced,primary,no,1,no,no,10,-1,0,no,unknown
